-1.158212404698133469e-02,7.596631534397602081e-03,-9.989908896386623383e-03,-2.027450827881693840e-03,6.166742648929357529e-03,8.191181696020066738e-04,5.226279143244028091e-03,7.257696241140365601e-03,-1.188195747090503573e-04
9.903815807774662971e-04,8.562281727790832520e-03,3.959860187023878098e-03,-8.246798068284988403e-03,-1.241945847868919373e-02,-1.457647886127233505e-02,-9.782848792383447289e-05,-4.738263669423758984e-04,-9.270742535591125488e-03
8.950472809374332428e-03,-7.500951644033193588e-03,1.791080809198319912e-03,2.263776399195194244e-02,1.493651652708649635e-04,-1.182471122592687607e-02,-1.482705771923065186e-02,-3.512374823912978172e-03,-8.998937904834747314e-03
2.746594324707984924e-02,1.304943673312664032e-02,-9.631721768528223038e-04,3.089653886854648590e-02,-5.332460161298513412e-03,-1.090573612600564957e-02,6.466119084507226944e-03,1.038829889148473740e-02,4.738009069114923477e-03
-1.170472501144104172e-07,2.305229003241038299e-07,-3.300688149465713650e-07,-2.664302485300140688e-07,-1.084862333300407045e-07,-3.725801889231661335e-07,9.234718589823387447e-08,1.039872685737464053e-07,1.177532098495248647e-07
-1.346389646641910076e-03,2.846956253051757812e-02,-2.863643458113074303e-03,4.011428100056946278e-04,-8.691596798598766327e-03,-3.805276006460189819e-03,-8.060770109295845032e-03,-3.114896826446056366e-02,-6.365594919770956039e-03
3.691996447741985321e-03,1.796532981097698212e-02,5.700698122382164001e-03,1.335264835506677628e-02,1.548767182976007462e-02,7.752712815999984741e-03,-2.368777204537764192e-04,4.101256374269723892e-03,1.187551417388021946e-03
1.298690214753150940e-03,2.702621743083000183e-02,9.990300051867961884e-03,7.135770283639431000e-03,-1.271973829716444016e-02,-1.992551051080226898e-02,-4.230150487273931503e-03,5.106063326820731163e-04,2.469083527103066444e-03
1.208712160587310791e-02,-3.411551471799612045e-03,6.338325329124927521e-03,-4.573332262225449085e-04,-9.945557452738285065e-03,-6.881121080368757248e-03,4.864939488470554352e-03,1.903857477009296417e-02,-3.906397978425957263e-05
5.452010780572891235e-03,5.175461410544812679e-04,-9.995735017582774162e-04,7.025033235549926758e-03,1.416846271604299545e-02,1.141958869993686676e-02,-7.853634655475616455e-03,-9.182906942442059517e-04,-1.194065064191818237e-02
4.756913986057043076e-03,-9.290173184126615524e-04,3.661091439425945282e-03,-2.264529094099998474e-02,5.238492786884307861e-02,-9.985177777707576752e-03,-3.309016814455389977e-03,-1.761793158948421478e-02,4.819496069103479385e-03
-7.923669181764125824e-03,-1.358225569128990173e-02,-1.179871987551450729e-02,-6.573559716343879700e-03,1.347453892230987549e-02,2.574837999418377876e-03,-8.296823129057884216e-03,-1.175089925527572632e-02,-4.831905476748943329e-03
-1.044395286589860916e-02,-5.720816086977720261e-03,-3.685676492750644684e-03,-2.733432222157716751e-03,-1.612716726958751678e-02,4.370491020381450653e-03,-4.666565917432308197e-03,-8.300376124680042267e-03,1.953172730281949043e-03
4.481391981244087219e-03,-4.841769987251609564e-05,1.166880014352500439e-03,-7.441915106028318405e-03,-1.143214199692010880e-02,2.262139692902565002e-03,-1.189722213894128799e-02,-7.482920773327350616e-03,-1.716972701251506805e-02
5.154179874807596207e-03,2.531284408178180456e-04,2.423931146040558815e-03,6.485357298515737057e-04,-5.426835268735885620e-03,1.128257904201745987e-02,1.580814598128199577e-03,-3.149171592667698860e-03,1.870878157205879688e-03
1.231801346875727177e-03,2.639850415289402008e-02,-5.762440152466297150e-03,5.887325387448072433e-03,-8.000657893717288971e-03,-1.258966745808720589e-03,-5.734729114919900894e-03,6.476073758676648140e-04,1.271485816687345505e-02
-1.827900181524455547e-03,-5.368223413825035095e-03,-8.648128248751163483e-03,5.895121023058891296e-03,1.181476865895092487e-03,-8.361705578863620758e-03,6.244056392461061478e-03,6.863558199256658554e-03,3.747278591617941856e-03
-9.590627625584602356e-03,-4.522036761045455933e-03,-3.236740129068493843e-03,-2.483860589563846588e-02,3.986769542098045349e-02,-1.908140443265438080e-02,-1.943752286024391651e-03,-1.138938218355178833e-02,-2.669764944585040212e-05
-5.154178943485021591e-03,-1.886606961488723755e-02,-3.964215517044067383e-03,4.213879350572824478e-03,3.581951931118965149e-02,-1.638386212289333344e-02,-9.957733564078807831e-03,-4.461991600692272186e-03,-9.950322099030017853e-03
7.615030743181705475e-03,-3.321209456771612167e-03,-5.274343769997358322e-03,2.370961941778659821e-02,1.059729885309934616e-02,6.676523480564355850e-03,-9.489713236689567566e-03,-1.370623242110013962e-02,-1.778591977199539542e-04
-1.316110719926655293e-03,-6.034133257344365120e-04,-1.392580289393663406e-02,-1.934915198944509029e-03,9.760030545294284821e-03,-6.960563361644744873e-03,-1.933108270168304443e-02,-1.360332407057285309e-02,-1.862581819295883179e-02
-1.113054226152598858e-03,-3.476589219644665718e-03,2.546891802921891212e-03,-1.178931724280118942e-02,2.514201216399669647e-02,-9.448179975152015686e-03,9.941175580024719238e-03,-7.533646421507000923e-04,7.222491782158613205e-03
-2.399554848670959473e-02,-1.846972294151782990e-02,-5.581350531429052353e-03,-1.914819516241550446e-02,-9.602928534150123596e-03,-1.099877897650003433e-02,9.417798370122909546e-03,1.797261647880077362e-02,1.233115140348672867e-02
-6.654677446931600571e-03,-1.120284758508205414e-02,4.430679138749837875e-03,-1.814428158104419708e-02,2.981503203045576811e-04,6.060531828552484512e-03,-1.155561301857233047e-02,-1.418238785117864609e-02,-1.278126053512096405e-02
-4.459327552467584610e-03,-1.467408798635005951e-02,-1.572136394679546356e-02,-1.008854899555444717e-02,2.269162051379680634e-02,1.191468443721532822e-03,-9.561046957969665527e-03,-8.184329606592655182e-03,-7.407456869259476662e-04
1.679650042206048965e-03,-1.821393519639968872e-02,-1.084317825734615326e-02,-3.863402816932648420e-04,2.223281376063823700e-02,-2.452643355354666710e-03,-2.579534193500876427e-03,-4.060391802340745926e-03,6.040845531970262527e-03
7.852409617044031620e-04,-6.305880378931760788e-03,-4.651506897062063217e-04,-3.302330151200294495e-03,-7.482986897230148315e-03,-4.470888525247573853e-03,-6.291223689913749695e-03,-1.470754202455282211e-02,-9.485689923167228699e-03
1.319272210821509361e-03,3.635663772001862526e-03,-2.181262243539094925e-03,8.279990404844284058e-03,-9.912419132888317108e-03,-1.385582424700260162e-02,3.726530587300658226e-03,5.049074534326791763e-03,6.097154691815376282e-03
-9.853244991973042488e-04,-3.273545764386653900e-03,-8.120037615299224854e-03,-1.230874098837375641e-02,1.625202782452106476e-02,-6.657409947365522385e-03,-7.934510940685868263e-04,-1.604371331632137299e-02,-5.597962532192468643e-03
1.366561278700828552e-02,1.138498634099960327e-02,1.279050111770629883e-02,1.927184872329235077e-02,-3.286683931946754456e-02,5.222625564783811569e-03,-1.961492002010345459e-03,-7.555227261036634445e-03,-8.334537968039512634e-03
4.191507119685411453e-03,-1.517658936791121960e-03,3.834832168649882078e-04,6.413205061107873917e-03,-1.840121857821941376e-02,1.954465406015515327e-03,6.836612010374665260e-04,6.033574696630239487e-03,1.778419874608516693e-02
8.780600503087043762e-03,1.202712208032608032e-02,2.171695604920387268e-02,4.793014843016862869e-03,-2.317728847265243530e-02,8.216423913836479187e-03,2.808316377922892570e-03,5.286466795951128006e-03,-1.268037012778222561e-03
3.550147637724876404e-03,-5.761579144746065140e-03,6.855958490632474422e-04,1.595713570713996887e-02,-2.966713346540927887e-02,-3.700374800246208906e-04,-9.924611076712608337e-04,-5.762294400483369827e-03,1.069243066012859344e-02
-2.734057605266571045e-03,1.975840888917446136e-02,1.305663958191871643e-02,2.009557746350765228e-02,-1.972430571913719177e-02,-8.226322010159492493e-03,3.295760601758956909e-03,1.903796219266951084e-03,7.505659479647874832e-03
